12.68	-2.00	0.00	-10.68
12.61	-2.00	0.00	-10.61
12.54	-2.00	0.00	-10.54
12.47	-2.00	0.00	-10.47
12.36	-3.00	-1.00	-9.36
12.29	-2.00	1.00	-10.29
12.22	-2.00	0.00	-10.22
12.12	-3.00	-1.00	-9.12
12.05	-2.00	1.00	-10.05
11.98	-2.00	0.00	-9.98
11.91	-2.00	0.00	-9.91
11.85	-2.00	0.00	-9.85
11.78	-2.00	0.00	-9.78
11.71	-2.00	0.00	-9.71
11.64	-2.00	0.00	-9.64
11.54	-3.00	-1.00	-8.54
11.47	-2.00	1.00	-9.47
11.40	-2.00	0.00	-9.40
11.34	-2.00	0.00	-9.34
11.24	-3.00	-1.00	-8.24
11.17	-2.00	1.00	-9.17
11.07	-3.00	-1.00	-8.07
10.96	-3.00	0.00	-7.96
10.89	-2.00	1.00	-8.89
10.83	-2.00	0.00	-8.83
10.76	-2.00	0.00	-8.76
10.69	-2.00	0.00	-8.69
10.62	-2.00	0.00	-8.62
10.52	-3.00	-1.00	-7.52
10.45	-2.00	1.00	-8.45
10.38	-2.00	0.00	-8.38
10.32	-2.00	0.00	-8.32
10.25	-2.00	0.00	-8.25
10.18	-2.00	0.00	-8.18
10.11	-2.00	0.00	-8.11
10.05	-2.00	0.00	-8.05
9.98	-2.00	0.00	-7.98
9.91	-2.00	0.00	-7.91
9.85	-2.00	0.00	-7.85
9.78	-2.00	0.00	-7.78
9.72	-2.00	0.00	-7.72
9.65	-2.00	0.00	-7.65
9.58	-2.00	0.00	-7.58
9.52	-2.00	0.00	-7.52
9.42	-3.00	-1.00	-6.42
9.35	-2.00	1.00	-7.35
9.29	-2.00	0.00	-7.29
9.22	-2.00	0.00	-7.22
9.16	-2.00	0.00	-7.16
9.09	-2.00	0.00	-7.09
9.03	-2.00	0.00	-7.03
8.93	-3.00	-1.00	-5.93
8.83	-3.00	0.00	-5.83
8.76	-2.00	1.00	-6.76
8.70	-2.00	0.00	-6.70
8.60	-3.00	-1.00	-5.60
8.53	-2.00	1.00	-6.53
8.47	-2.00	0.00	-6.47
8.40	-2.00	0.00	-6.40
8.30	-3.00	-1.00	-5.30
8.23	-2.00	1.00	-6.23
8.17	-2.00	0.00	-6.17
8.07	-3.00	-1.00	-5.07
8.00	-2.00	1.00	-6.00
7.94	-2.00	0.00	-5.94
7.87	-2.00	0.00	-5.87
7.81	-2.00	0.00	-5.81
7.74	-2.00	0.00	-5.74
7.68	-2.00	0.00	-5.68
7.61	-2.00	0.00	-5.61
7.55	-2.00	0.00	-5.55
7.48	-2.00	0.00	-5.48
7.41	-2.00	0.00	-5.41
7.35	-2.00	0.00	-5.35
7.28	-2.00	0.00	-5.28
7.22	-2.00	0.00	-5.22
7.15	-2.00	0.00	-5.15
7.09	-2.00	0.00	-5.09
7.02	-2.00	0.00	-5.02
6.96	-2.00	0.00	-4.96
6.86	-3.00	-1.00	-3.86
6.79	-2.00	1.00	-4.79
6.73	-2.00	0.00	-4.73
6.66	-2.00	0.00	-4.66
6.60	-2.00	0.00	-4.60
6.53	-2.00	0.00	-4.53
6.47	-2.00	0.00	-4.47
6.40	-2.00	0.00	-4.40
6.33	-2.00	0.00	-4.33
6.27	-2.00	0.00	-4.27
6.20	-2.00	0.00	-4.20
6.14	-2.00	0.00	-4.14
6.07	-2.00	0.00	-4.07
6.01	-2.00	0.00	-4.01
5.94	-2.00	0.00	-3.94
5.88	-2.00	0.00	-3.88
5.81	-2.00	0.00	-3.81
5.75	-2.00	0.00	-3.75
5.68	-2.00	0.00	-3.68
5.62	-2.00	0.00	-3.62
5.52	-3.00	-1.00	-2.52
5.45	-2.00	1.00	-3.45
5.38	-2.00	0.00	-3.38
5.32	-2.00	0.00	-3.32
5.22	-3.00	-1.00	-2.22
5.15	-2.00	1.00	-3.15
5.09	-2.00	0.00	-3.09
4.99	-3.00	-1.00	-1.99
4.92	-2.00	1.00	-2.92
4.86	-2.00	0.00	-2.86
4.79	-2.00	0.00	-2.79
4.73	-2.00	0.00	-2.73
4.66	-2.00	0.00	-2.66
4.60	-2.00	0.00	-2.60
4.50	-3.00	-1.00	-1.50
4.43	-2.00	1.00	-2.43
4.33	-3.00	-1.00	-1.33
4.26	-2.00	1.00	-2.26
4.20	-2.00	0.00	-2.20
4.13	-2.00	0.00	-2.13
4.07	-2.00	0.00	-2.07
4.00	-2.00	0.00	-2.00
3.94	-2.00	0.00	-1.94
3.87	-2.00	0.00	-1.87
3.80	-2.00	0.00	-1.80
3.74	-2.00	0.00	-1.74
3.68	-2.00	0.00	-1.68
3.61	-2.00	0.00	-1.61
3.54	-2.00	0.00	-1.54
3.44	-3.00	-1.00	-0.44
3.38	-2.00	1.00	-1.38
3.31	-2.00	0.00	-1.31
3.25	-2.00	0.00	-1.25
3.18	-2.00	0.00	-1.18
3.12	-2.00	0.00	-1.12
3.05	-2.00	0.00	-1.05
2.98	-2.00	0.00	-0.98
2.92	-2.00	0.00	-0.92
2.83	-3.00	-1.00	0.17
2.76	-2.00	1.00	-0.76
2.69	-2.00	0.00	-0.69
2.63	-2.00	0.00	-0.63
2.56	-2.00	0.00	-0.56
2.50	-2.00	0.00	-0.50
2.43	-2.00	0.00	-0.43
2.37	-2.00	0.00	-0.37
2.30	-2.00	0.00	-0.30
2.24	-2.00	0.00	-0.24
2.17	-2.00	0.00	-0.17
2.11	-2.00	0.00	-0.11
2.04	-2.00	0.00	-0.04
1.98	-2.00	0.00	0.02
1.91	-2.00	0.00	0.09
1.85	-2.00	0.00	0.15
1.79	-2.00	0.00	0.21
1.72	-2.00	0.00	0.28
1.63	-3.00	-1.00	1.37
1.56	-2.00	1.00	0.44
1.50	-2.00	0.00	0.50
1.44	-2.00	0.00	0.56
1.37	-2.00	0.00	0.63
1.31	-2.00	0.00	0.69
1.25	-2.00	0.00	0.75
1.15	-3.00	-1.00	1.85
1.09	-2.00	1.00	0.91
1.02	-2.00	0.00	0.98
0.96	-2.00	0.00	1.04
0.87	-3.00	-1.00	2.13
0.80	-2.00	1.00	1.20
0.74	-2.00	0.00	1.26
0.67	-2.00	0.00	1.33
0.61	-2.00	0.00	1.39
0.52	-3.00	-1.00	2.48
0.45	-2.00	1.00	1.55
0.39	-2.00	0.00	1.61
0.33	-2.00	0.00	1.67
0.23	-3.00	-1.00	2.77
0.16	-2.00	1.00	1.84
0.10	-2.00	0.00	1.90
0.01	-3.00	-1.00	2.99
-0.09	-3.00	0.00	3.09
-0.16	-2.00	1.00	2.16
-0.22	-2.00	0.00	2.22
-0.32	-3.00	-1.00	3.32
-0.42	-3.00	0.00	3.42
-0.49	-2.00	1.00	2.49
-0.55	-2.00	0.00	2.55
-0.61	-2.00	0.00	2.61
-0.71	-3.00	-1.00	3.71
-0.78	-2.00	1.00	2.78
-0.85	-2.00	0.00	2.85
-0.91	-2.00	0.00	2.91
-1.01	-3.00	-1.00	4.01
-1.08	-2.00	1.00	3.08
-1.14	-2.00	0.00	3.14
-1.21	-2.00	0.00	3.21
-1.27	-2.00	0.00	3.27
-1.34	-2.00	0.00	3.34
-1.40	-2.00	0.00	3.40
-1.47	-2.00	0.00	3.47
-1.53	-2.00	0.00	3.53
-1.60	-2.00	0.00	3.60
-1.66	-2.00	0.00	3.66
-1.73	-2.00	0.00	3.73
-1.82	-3.00	-1.00	4.82
-1.89	-2.00	1.00	3.89
-1.99	-3.00	-1.00	4.99
-2.06	-2.00	1.00	4.06
-2.12	-2.00	0.00	4.12
-2.18	-2.00	0.00	4.18
-2.25	-2.00	0.00	4.25
-2.32	-2.00	0.00	4.32
-2.38	-2.00	0.00	4.38
-2.48	-3.00	-1.00	5.48
-2.54	-2.00	1.00	4.54
-2.61	-2.00	0.00	4.61
-2.68	-2.00	0.00	4.68
-2.74	-2.00	0.00	4.74
-2.80	-2.00	0.00	4.80
-2.87	-2.00	0.00	4.87
-2.94	-2.00	0.00	4.94
-3.03	-3.00	-1.00	6.03
-3.10	-2.00	1.00	5.10
-3.16	-2.00	0.00	5.16
-3.23	-2.00	0.00	5.23
-3.33	-3.00	-1.00	6.33
-3.39	-2.00	1.00	5.39
-3.46	-2.00	0.00	5.46
-3.56	-3.00	-1.00	6.56
-3.63	-2.00	1.00	5.63
-3.69	-2.00	0.00	5.69
-3.75	-2.00	0.00	5.75
-3.82	-2.00	0.00	5.82
-3.89	-2.00	0.00	5.89
-3.95	-2.00	0.00	5.95
-4.02	-2.00	0.00	6.02
-4.08	-2.00	0.00	6.08
-4.15	-2.00	0.00	6.15
-4.24	-3.00	-1.00	7.24
-4.31	-2.00	1.00	6.31
-4.41	-3.00	-1.00	7.41
-4.47	-2.00	1.00	6.47
-4.54	-2.00	0.00	6.54
-4.60	-2.00	0.00	6.60
-4.67	-2.00	0.00	6.67
-4.73	-2.00	0.00	6.73
-4.80	-2.00	0.00	6.80
-4.86	-2.00	0.00	6.86
-4.93	-2.00	0.00	6.93
-4.99	-2.00	0.00	6.99
-5.06	-2.00	0.00	7.06
-5.16	-3.00	-1.00	8.16
-5.22	-2.00	1.00	7.22
-5.29	-2.00	0.00	7.29
-5.35	-2.00	0.00	7.35
-5.45	-3.00	-1.00	8.45
-5.52	-2.00	1.00	7.52
-5.62	-3.00	-1.00	8.62
-5.69	-2.00	1.00	7.69
-5.75	-2.00	0.00	7.75
-5.81	-2.00	0.00	7.81
-5.88	-2.00	0.00	7.88
-5.95	-2.00	0.00	7.95
-6.04	-3.00	-1.00	9.04
-6.11	-2.00	1.00	8.11
-6.17	-2.00	0.00	8.17
-6.24	-2.00	0.00	8.24
-6.30	-2.00	0.00	8.30
-6.37	-2.00	0.00	8.37
-6.43	-2.00	0.00	8.43
-6.50	-2.00	0.00	8.50
-6.60	-3.00	-1.00	9.60
-6.67	-2.00	1.00	8.67
-6.76	-3.00	-1.00	9.76
-6.83	-2.00	1.00	8.83
-6.93	-3.00	-1.00	9.93
-7.00	-2.00	1.00	9.00
-7.06	-2.00	0.00	9.06
-7.12	-2.00	0.00	9.12
-7.22	-3.00	-1.00	10.22
-7.29	-2.00	1.00	9.29
-7.36	-2.00	0.00	9.36
-7.42	-2.00	0.00	9.42
-7.49	-2.00	0.00	9.49
-7.55	-2.00	0.00	9.55
-7.62	-2.00	0.00	9.62
-7.68	-2.00	0.00	9.68
-7.78	-3.00	-1.00	10.78
-7.89	-3.00	0.00	10.89
-7.99	-3.00	0.00	10.99
-8.05	-2.00	1.00	10.05
-8.15	-3.00	-1.00	11.15
-8.22	-2.00	1.00	10.22
-8.29	-2.00	0.00	10.29
-8.36	-2.00	0.00	10.36
-8.42	-2.00	0.00	10.42
-8.49	-2.00	0.00	10.49
-8.56	-2.00	0.00	10.56
-8.66	-3.00	-1.00	11.66
-8.77	-3.00	0.00	11.77
-8.83	-2.00	1.00	10.83
-8.90	-2.00	0.00	10.90
-9.00	-3.00	-1.00	12.00
-9.07	-2.00	1.00	11.07
-9.14	-2.00	0.00	11.14
-9.20	-2.00	0.00	11.20
-9.27	-2.00	0.00	11.27
-9.34	-2.00	0.00	11.34
-9.41	-2.00	0.00	11.41
-9.47	-2.00	0.00	11.47
-9.54	-2.00	0.00	11.54
-9.61	-2.00	0.00	11.61
-9.67	-2.00	0.00	11.67
-9.74	-2.00	0.00	11.74
-9.81	-2.00	0.00	11.81
-9.87	-2.00	0.00	11.87
-9.94	-2.00	0.00	11.94
-10.01	-2.00	0.00	12.01
-10.08	-2.00	0.00	12.08
-10.15	-2.00	0.00	12.15
-10.22	-2.00	0.00	12.22
-10.29	-2.00	0.00	12.29
-10.36	-2.00	0.00	12.36
-10.43	-2.00	0.00	12.43
-10.50	-2.00	0.00	12.50
-10.56	-2.00	0.00	12.56
-10.63	-2.00	0.00	12.63
-10.74	-3.00	-1.00	13.74
-10.81	-2.00	1.00	12.81
-10.88	-2.00	0.00	12.88
-10.94	-2.00	0.00	12.94
-11.01	-2.00	0.00	13.01
-11.08	-2.00	0.00	13.08
-11.15	-2.00	0.00	13.15
-11.22	-2.00	0.00	13.22
-11.29	-2.00	0.00	13.29
-11.39	-3.00	-1.00	14.39
-11.47	-2.00	1.00	13.47
-11.54	-2.00	0.00	13.54
-11.64	-3.00	-1.00	14.64
-11.71	-2.00	1.00	13.71
-11.78	-2.00	0.00	13.78
-11.85	-2.00	0.00	13.85
-11.95	-3.00	-1.00	14.95
-12.06	-3.00	0.00	15.06
-12.13	-2.00	1.00	14.13
-12.20	-2.00	0.00	14.20
-12.27	-2.00	0.00	14.27
-12.37	-3.00	-1.00	15.37
-12.45	-2.00	1.00	14.45
-12.52	-2.00	0.00	14.52
-12.59	-2.00	0.00	14.59
-12.65	-2.00	0.00	14.65
-12.72	-2.00	0.00	14.72
-12.79	-2.00	0.00	14.79
-12.86	-2.00	0.00	14.86
-12.93	-2.00	0.00	14.93
-13.00	-2.00	0.00	15.00
-13.10	-3.00	-1.00	16.10
-13.21	-3.00	0.00	16.21
-13.32	-3.00	0.00	16.32
-13.42	-3.00	0.00	16.42
-13.52	-3.00	0.00	16.52
-13.62	-3.00	0.00	16.62
-13.73	-3.00	0.00	16.73
-13.83	-3.00	0.00	16.83
-13.94	-3.00	0.00	16.94
-14.04	-3.00	0.00	17.04
-14.14	-3.00	0.00	17.14
-14.25	-3.00	0.00	17.25
-14.35	-3.00	0.00	17.35
-14.46	-3.00	0.00	17.46
-14.56	-3.00	0.00	17.56
-14.66	-3.00	0.00	17.66
-14.77	-3.00	0.00	17.77
-14.87	-3.00	0.00	17.87
-14.98	-3.00	0.00	17.98
-15.08	-3.00	0.00	18.08
-15.15	-2.00	1.00	17.15
-15.25	-3.00	-1.00	18.25
-15.36	-3.00	0.00	18.36
-15.47	-3.00	0.00	18.47
-15.57	-3.00	0.00	18.57
-15.67	-3.00	0.00	18.67
-15.77	-3.00	0.00	18.77
-15.88	-3.00	0.00	18.88
-15.98	-3.00	0.00	18.98
-16.09	-3.00	0.00	19.09
-16.19	-3.00	0.00	19.19
-16.29	-3.00	0.00	19.29
-16.36	-2.00	1.00	18.36
-16.47	-3.00	-1.00	19.47
-16.58	-3.00	0.00	19.58
-16.68	-3.00	0.00	19.68
-16.78	-3.00	0.00	19.78
-16.89	-3.00	0.00	19.89
-16.99	-3.00	0.00	19.99
-17.10	-3.00	0.00	20.10
-17.20	-3.00	0.00	20.20
-17.30	-3.00	0.00	20.30
-17.40	-3.00	0.00	20.40
-17.51	-3.00	0.00	20.51
-17.61	-3.00	0.00	20.61
-17.68	-2.00	1.00	19.68
-17.79	-3.00	-1.00	20.79
-17.89	-3.00	0.00	20.89
-18.00	-3.00	0.00	21.00
-18.10	-3.00	0.00	21.10
-18.20	-3.00	0.00	21.20
-18.31	-3.00	0.00	21.31
-18.41	-3.00	0.00	21.41
-18.52	-3.00	0.00	21.52
-18.62	-3.00	0.00	21.62
-18.72	-3.00	0.00	21.72
-18.83	-3.00	0.00	21.83
-18.93	-3.00	0.00	21.93
-19.04	-3.00	0.00	22.04
-19.14	-3.00	0.00	22.14
-19.24	-3.00	0.00	22.24
-19.35	-3.00	0.00	22.35
-19.45	-3.00	0.00	22.45
-19.55	-3.00	0.00	22.55
-19.66	-3.00	0.00	22.66
-19.76	-3.00	0.00	22.76
-19.87	-3.00	0.00	22.87
-19.97	-3.00	0.00	22.97
-20.11	-4.00	-1.00	24.11
-20.32	-6.00	-2.00	26.32
-20.64	-9.00	-3.00	29.64
-21.21	-16.00	-7.00	37.21
-22.25	-28.00	-12.00	50.25
-24.03	-47.00	-19.00	71.03
-26.85	-74.00	-27.00	100.85
-31.18	-111.00	-37.00	142.18
-27.04	106.00	217.00	-78.96
-25.56	39.00	-67.00	-13.44
-23.93	43.00	4.00	-19.07
-21.84	58.00	15.00	-36.16
-19.65	59.00	1.00	-39.35
-17.53	59.00	0.00	-41.47
-15.37	60.00	1.00	-44.63
-13.26	62.00	2.00	-48.74
-10.81	68.00	6.00	-57.19
-7.86	82.00	14.00	-74.14
-4.05	106.00	24.00	-101.95
0.67	124.00	18.00	-124.67
-2.37	-82.00	-206.00	84.37
-3.33	-26.00	56.00	29.33
-4.42	-31.00	-5.00	35.42
-6.43	-56.00	-25.00	62.43
-9.28	-77.00	-21.00	86.28
-13.05	-102.00	-25.00	115.05
-8.76	110.00	212.00	-101.24
-5.88	74.00	-36.00	-68.12
-2.47	92.00	18.00	-89.53
1.70	116.00	24.00	-117.70
-1.61	-92.00	-208.00	93.61
-3.17	-41.00	51.00	44.17
-5.04	-52.00	-11.00	57.04
-8.06	-84.00	-32.00	92.06
-12.21	-112.00	-28.00	124.21
-7.85	109.00	221.00	-101.15
-5.78	53.00	-56.00	-47.22
-3.19	70.00	17.00	-66.81
0.45	104.00	34.00	-104.45
4.93	121.00	17.00	-125.93
1.74	-86.00	-207.00	84.26
0.52	-33.00	53.00	32.48
-0.74	-37.00	-4.00	37.74
-3.00	-63.00	-26.00	66.00
-5.99	-83.00	-20.00	88.99
-9.95	-107.00	-24.00	116.95
-14.67	-121.00	-14.00	135.67
-12.35	58.00	179.00	-45.65
-12.68	-9.00	-67.00	21.68
-13.57	-24.00	-15.00	37.57
-14.52	-25.00	-1.00	39.52
-15.78	-34.00	-9.00	49.78
-17.63	-50.00	-16.00	67.63
-20.37	-74.00	-24.00	94.37
-24.21	-104.00	-30.00	128.21
-29.05	-121.00	-17.00	150.05
-27.33	43.00	164.00	-15.67
-28.44	-29.00	-72.00	57.44
-31.13	-71.00	-42.00	102.13
-35.15	-103.00	-32.00	138.15
-39.99	-121.00	-18.00	160.99
-38.31	43.00	164.00	-4.69
-39.24	-25.00	-68.00	64.24
-41.87	-71.00	-46.00	112.87
-46.16	-110.00	-39.00	156.16
-42.00	104.00	214.00	-62.00
-40.59	36.00	-68.00	4.59
-39.48	31.00	-5.00	8.48
-38.32	34.00	3.00	4.32
-37.16	34.00	0.00	3.16
-36.04	34.00	0.00	2.04
-34.89	34.00	0.00	0.89
-33.76	34.00	0.00	-0.24
-32.57	34.00	0.00	-1.43
-31.38	34.00	0.00	-2.62
-30.23	34.00	0.00	-3.77
-29.04	34.00	0.00	-4.96
-27.88	34.00	0.00	-6.12
-26.69	34.00	0.00	-7.31
-25.50	34.00	0.00	-8.50
-24.35	34.00	0.00	-9.65
-23.19	34.00	0.00	-10.81
-21.97	34.00	0.00	-12.03
-20.74	34.00	0.00	-13.26
-19.52	34.00	0.00	-14.48
-18.29	34.00	0.00	-15.71
-17.10	34.00	0.00	-16.90
-15.91	34.00	0.00	-18.09
-14.69	34.00	0.00	-19.31
-13.47	34.00	0.00	-20.53
-12.24	34.00	0.00	-21.76
-11.02	34.00	0.00	-22.98
-9.86	34.00	0.00	-24.14
-8.67	34.00	0.00	-25.33
-7.48	34.00	0.00	-26.52
-6.29	34.00	0.00	-27.71
-5.10	34.00	0.00	-28.90
-3.95	34.00	0.00	-30.05
-2.79	34.00	0.00	-31.21
-1.60	34.00	0.00	-32.40
-0.41	34.00	0.00	-33.59
0.78	34.00	0.00	-34.78
1.90	34.00	0.00	-35.90
3.06	35.00	1.00	-38.06
4.28	36.00	1.00	-40.28
5.64	40.00	4.00	-45.64
7.17	45.00	5.00	-52.17
9.04	55.00	10.00	-64.04
11.45	71.00	16.00	-82.45
15.02	99.00	28.00	-114.02
19.57	123.00	24.00	-142.57
16.64	-77.00	-200.00	60.36
16.07	-15.00	62.00	-1.07
15.75	-9.00	6.00	-6.75
15.35	-12.00	-3.00	-3.35
14.89	-13.00	-1.00	-1.89
14.42	-13.00	0.00	-1.42
13.96	-13.00	0.00	-0.96
13.51	-13.00	0.00	-0.51
13.05	-13.00	0.00	-0.05
12.61	-13.00	0.00	0.39
12.17	-13.00	0.00	0.83
11.73	-13.00	0.00	1.27
11.28	-13.00	0.00	1.72
10.84	-13.00	0.00	2.16
10.41	-13.00	0.00	2.59
9.97	-13.00	0.00	3.03
9.54	-13.00	0.00	3.46
9.11	-13.00	0.00	3.89
8.70	-13.00	0.00	4.30
8.27	-13.00	0.00	4.73
7.84	-13.00	0.00	5.16
7.41	-13.00	0.00	5.59
6.98	-13.00	0.00	6.02
6.57	-13.00	0.00	6.43
6.14	-13.00	0.00	6.86
5.71	-13.00	0.00	7.29
5.28	-13.00	0.00	7.72
4.88	-13.00	0.00	8.12
4.45	-13.00	0.00	8.55
4.02	-13.00	0.00	8.98
3.59	-13.00	0.00	9.41
3.17	-13.00	0.00	9.83
2.74	-13.00	0.00	10.26
2.30	-13.00	0.00	10.70
1.86	-13.00	0.00	11.14
1.42	-13.00	0.00	11.58
0.99	-13.00	0.00	12.01
0.55	-13.00	0.00	12.45
0.10	-13.00	0.00	12.90
-0.32	-13.00	0.00	13.32
-0.78	-13.00	0.00	13.78
-1.19	-12.00	1.00	13.19
-1.64	-13.00	-1.00	14.64
-2.11	-13.00	0.00	15.11
-2.55	-13.00	0.00	15.55
-3.01	-13.00	0.00	16.01
-3.45	-13.00	0.00	16.45
-3.90	-13.00	0.00	16.90
-4.36	-13.00	0.00	17.36
-4.80	-13.00	0.00	17.80
-5.26	-13.00	0.00	18.26
-5.70	-13.00	0.00	18.70
-6.15	-13.00	0.00	19.15
-6.61	-13.00	0.00	19.61
-7.05	-13.00	0.00	20.05
-7.51	-13.00	0.00	20.51
-8.00	-14.00	-1.00	22.00
-8.49	-14.00	0.00	22.49
-9.01	-15.00	-1.00	24.01
-9.55	-15.00	0.00	24.55
-10.20	-19.00	-4.00	29.20
-11.08	-24.00	-5.00	35.08
-12.27	-32.00	-8.00	44.27
-13.96	-47.00	-15.00	60.96
-16.51	-67.00	-20.00	83.51
-19.91	-92.00	-25.00	111.91
-15.00	126.00	218.00	-111.00
-11.32	92.00	-34.00	-80.68
-15.91	-121.00	-213.00	136.91
-20.42	-110.00	11.00	130.42
-25.18	-122.00	-12.00	147.18
-23.66	38.00	160.00	-14.34
-24.88	-32.00	-70.00	56.88
-27.36	-69.00	-37.00	96.36
-31.05	-97.00	-28.00	128.05
-26.68	112.00	209.00	-85.32
-24.07	67.00	-45.00	-42.93
-21.14	77.00	10.00	-55.86
-17.29	104.00	27.00	-86.71
-13.22	110.00	6.00	-96.78
-17.26	-109.00	-219.00	126.26
-20.04	-68.00	41.00	88.04
-23.72	-102.00	-34.00	125.72
-19.36	109.00	211.00	-89.64
-17.48	48.00	-61.00	-30.52
-15.17	61.00	13.00	-45.83
-12.18	83.00	22.00	-70.82
-8.55	98.00	15.00	-89.45
-12.91	-121.00	-219.00	133.91
-17.50	-112.00	9.00	129.50
-22.17	-123.00	-11.00	145.17
-20.69	37.00	160.00	-16.31
-21.95	-35.00	-72.00	56.95
-24.80	-75.00	-40.00	99.80
-28.68	-102.00	-27.00	130.68
-33.52	-121.00	-19.00	154.52
-31.52	50.00	171.00	-18.48
-32.28	-20.00	-70.00	52.28
-34.41	-56.00	-36.00	90.41
-37.52	-84.00	-28.00	121.52
-42.39	-125.00	-41.00	167.39
-39.11	82.00	207.00	-42.89
-38.56	15.00	-67.00	23.56
-38.48	2.00	-13.00	36.48
-38.45	1.00	-1.00	37.45
-38.58	-4.00	-5.00	42.58
-39.23	-18.00	-14.00	57.23
-40.79	-41.00	-23.00	81.79
-43.52	-72.00	-31.00	115.52
-47.86	-114.00	-42.00	161.86
-43.98	97.00	211.00	-53.02
-42.80	31.00	-66.00	11.80
-41.90	25.00	-6.00	16.90
-41.00	25.00	0.00	16.00
-40.12	25.00	0.00	15.12
-39.25	25.00	0.00	14.25
-38.40	25.00	0.00	13.40
-37.55	25.00	0.00	12.55
-36.67	25.00	0.00	11.67
-35.80	25.00	0.00	10.80
-34.92	25.00	0.00	9.92
-34.10	25.00	0.00	9.10
-33.27	25.00	0.00	8.27
-32.42	25.00	0.00	7.42
-31.57	25.00	0.00	6.57
-30.72	25.00	0.00	5.72
-29.92	25.00	0.00	4.92
-29.07	25.00	0.00	4.07
-28.22	25.00	0.00	3.22
-27.37	25.00	0.00	2.37
-26.52	25.00	0.00	1.52
-25.72	25.00	0.00	0.72
-24.87	25.00	0.00	-0.13
-24.00	25.00	0.00	-1.00
-23.12	25.00	0.00	-1.88
-22.30	25.00	0.00	-2.70
-21.42	25.00	0.00	-3.58
-20.55	25.00	0.00	-4.45
-19.67	25.00	0.00	-5.33
-18.80	25.00	0.00	-6.20
-17.95	25.00	0.00	-7.05
-17.10	25.00	0.00	-7.90
-16.22	25.00	0.00	-8.78
-15.35	25.00	0.00	-9.65
-14.47	25.00	0.00	-10.53
-13.63	24.00	-1.00	-10.37
-12.73	25.00	1.00	-12.27
-11.83	25.00	0.00	-13.17
-10.93	25.00	0.00	-14.07
-10.03	25.00	0.00	-14.97
-9.13	25.00	0.00	-15.87
-8.28	25.00	0.00	-16.72
-7.43	25.00	0.00	-17.57
-6.56	25.00	0.00	-18.44
-5.68	25.00	0.00	-19.32
-4.83	25.00	0.00	-20.17
-3.96	25.00	0.00	-21.04
-3.08	25.00	0.00	-21.92
-2.23	25.00	0.00	-22.77
-1.36	25.00	0.00	-23.64
-0.51	25.00	0.00	-24.49
0.37	25.00	0.00	-25.37
1.22	25.00	0.00	-26.22
2.04	25.00	0.00	-27.04
2.89	25.00	0.00	-27.89
3.74	25.00	0.00	-28.74
4.59	25.00	0.00	-29.59
5.44	25.00	0.00	-30.44
6.27	25.00	0.00	-31.27
7.12	25.00	0.00	-32.12
7.97	25.00	0.00	-32.97
8.82	25.00	0.00	-33.82
9.62	25.00	0.00	-34.62
10.47	25.00	0.00	-35.47
11.38	26.00	1.00	-37.38
12.29	26.00	0.00	-38.29
13.27	28.00	2.00	-41.27
14.35	32.00	4.00	-46.35
15.79	40.00	8.00	-55.79
